"one","two"
77728,2402
77729,36269
77730,69465
77731,46265
77732,22770
77733,53432
77734,25571
77735,14162
77736,20483
77737,7190
77738,45772
77739,11319
77740,47001
77741,31916
77742,51994
77743,1668
77744,3342
77745,11370
77746,4956
77747,30069
77748,53609
77749,61603
77750,55438
77751,13228
77752,17841
77753,64127
77754,15524
77755,74562
77756,72685
77757,55052
77758,58283
77759,3986
77760,48700
77761,58386
77762,65386
77763,54726
77764,7730
77765,62117
77766,26074
77767,21810
77768,21977
77769,45829
77770,39916
77771,28155
77772,77563
77773,58836
77774,22176
77775,23195
77776,22967
77777,3547
77778,51568
77779,23690
77780,33818
77781,50158
77782,21879
77783,41094
77784,28923
77785,4546
77786,66516
77787,38110
77788,52200
77789,42533
77790,48143
77791,18806
77792,52553
77793,6005
77794,67496
77795,18378
77796,698
77797,36653
77798,4466
77799,67160
77800,58194
77801,61105
77802,14982
77803,6717
77804,54719
77805,61675
77806,34167
77807,32324
77808,39671
77809,52690
77810,38171
77811,59154
77812,10651
77813,71721
77814,13354
77815,63675
77816,70063
77817,11937
77818,60412
77819,26765
77820,64053
77821,34706
77822,42430
77823,54215
77824,52344
77825,52169
77826,26251
77827,73279
77828,10772
77829,26524
77830,25940
77831,55303
77832,63528
77833,5521
77834,73943
77835,45894
77836,43459
77837,4065
77838,3483
77839,13425
77840,49861
77841,30248
77842,51166
77843,75381
77844,32713
77845,59119
77846,9095
77847,11973
77848,38045
77849,54156
77850,71488
77851,31399
77852,17760
77853,69772
77854,21243
77855,3410
77856,16161
77857,67757
77858,64010
77859,14517
77860,50940
77861,27856
77862,65770
77863,30226
77864,31220
77865,17763
77866,43358
77867,64660
77868,38954
77869,26492
77870,40180
77871,59564
77872,33831
77873,31141
77874,14708
77875,11371
77876,424
77877,6735
77878,16149
77879,7961
77880,16472
77881,63591
77882,40517
77883,55492
77884,35723
77885,63459
77886,42068
77887,51979
77888,44439
77889,29062
77890,53180
77891,25586
77892,38750
77893,44983
77894,21990
77895,25366
77896,2388
77897,28188
77898,11973
77899,68002
77900,57658
77901,55962
77902,44895
77903,62250
77904,21519
77905,72559
77906,48014
77907,14050
77908,40599
77909,13299
77910,15118
77911,71976
77912,76721
77913,38746
77914,34672
77915,75014
77916,69462
77917,61199
77918,62316
77919,42364
77920,37354
77921,6670
77922,41924
77923,2531
77924,482
77925,22412
77926,11770
77927,4406
77928,19509
77929,1839
77930,14319
77931,43156
77932,69988
77933,71467
77934,59574
77935,67368
77936,39149
77937,12080
77938,14843
77939,41914
77940,41024
77941,74610
77942,60707
77943,69421
77944,50463
77945,63033
77946,10449
77947,46943
77948,17588
77949,41920
77950,60177
77951,47753
77952,5754
77953,33147
77954,52392
77955,53528
77956,44829
77957,72499
77958,59821
77959,72882
77960,31456
77961,57688
77962,38863
77963,8437
77964,44374
77965,63068
77966,13618
77967,22862
77968,69070
77969,68995
77970,65349
77971,31614
77972,66964
77973,5155
77974,60368
77975,58912
77976,30564
77977,70226
77978,45477
77979,49074
77980,73562
77981,3578
77982,42039
77983,59002
77984,16731
77985,13368
77986,13520
77987,7563
77988,56288
77989,50650
77990,31326
77991,53850
77992,30550
77993,46320
77994,73435
77995,2051
77996,36527
77997,72669
77998,65459
77999,39101
78000,25714
78001,9937
78002,37195
78003,77328
78004,14237
78005,13548
78006,42880
78007,583
78008,60456
78009,38717
78010,932
78011,71712
78012,46659
78013,17154
78014,16720
78015,44794
78016,63192
78017,15512
78018,30440
78019,56316
78020,33165
78021,42969
78022,9597
78023,25803
78024,10482
78025,15667
78026,10388
78027,12467
78028,37685
78029,43076
78030,52077
78031,19926
78032,19586
78033,1146
78034,67708
78035,31509
78036,244
78037,24836
78038,3706
78039,39680
78040,461
78041,57845
78042,34880
78043,29941
78044,76175
78045,5134
78046,55491
78047,26290
78048,33000
78049,45212
78050,10296
78051,26392
78052,41298
78053,8263
78054,37835
78055,17258
78056,44800
78057,3824
78058,33187
78059,57882
78060,52453
78061,31609
78062,47530
78063,74698
78064,22882
78065,181
78066,49570
78067,5339
78068,66463
78069,44504
78070,6442
78071,31481
78072,65465
78073,3193
78074,74043
78075,19569
78076,67120
78077,73377
78078,77178
78079,56854
78080,63491
78081,21702
78082,37638
78083,66457
78084,61731
78085,77463
78086,41003
78087,65279
78088,6951
78089,37316
78090,40518
78091,45793
78092,56621
78093,51030
78094,8867
78095,76898
78096,59258
78097,8516
78098,54614
78099,12413
78100,28932
78101,23147
78102,62319
78103,73493
78104,1970
78105,15922
78106,77386
78107,64008
78108,49933
78109,36638
78110,21944
78111,47357
78112,2474
78113,26303
78114,35201
78115,70628
78116,66937
78117,17448
78118,65130
78119,22442
78120,39416
78121,40796
78122,50704
78123,66418
78124,18089
78125,32341
78126,11709
78127,11430
78128,76273
78129,32109
78130,67461
78131,18256
78132,15912
78133,53170
78134,68006
78135,52723
78136,70459
78137,38689
78138,40641
78139,13358
78140,61192
78141,14820
78142,40746
78143,50436
78144,27115
78145,37739
78146,7093
78147,74307
78148,26217
78149,67383
78150,64088
78151,15084
78152,58503
78153,722
78154,43762
78155,31009
78156,34964
78157,1622
78158,39529
78159,53697
78160,57070
78161,32301
78162,55817
78163,60815
78164,18405
78165,36298
78166,66180
78167,55371
78168,801
78169,29096
78170,6347
78171,11815
78172,42740
78173,63800
78174,9498
78175,4285
78176,15046
78177,24669
78178,57922
78179,16464
78180,54056
78181,26147
78182,6397
78183,69411
78184,22720
78185,45351
78186,71532
78187,41425
78188,16813
78189,35499
78190,14896
78191,8987
78192,13048
78193,61284
78194,18259
78195,77469
78196,54062
78197,61694
78198,43189
78199,605
78200,60124
78201,27396
78202,65
78203,981
78204,65576
78205,7691
78206,64894
78207,24502
78208,11125
78209,40972
78210,37502
78211,56590
78212,30203
78213,7309
78214,55910
78215,26878
78216,65850
78217,76206
78218,66633
78219,65292
78220,61849
78221,18932
78222,11582
78223,71562
78224,65039
78225,10761
78226,24091
78227,15041
78228,25269
78229,38047
78230,25415
78231,8804
78232,30333
78233,27979
78234,58839
78235,37014
78236,68294
78237,28206
78238,63064
78239,56094
78240,72971
78241,51829
78242,15128
78243,17405
78244,62139
78245,34393
78246,8824
78247,70225
78248,73666
78249,26252
78250,41138
78251,15505
78252,14585
78253,48713
78254,18241
78255,52325
78256,76164
78257,43794
78258,41464
78259,53578
78260,55849
78261,76257
78262,30697
78263,26545
78264,6114
78265,49546
78266,42464
78267,22262
78268,25093
78269,38444
78270,28718
78271,8650
78272,37250
78273,66630
78274,11640
78275,33389
78276,7873
78277,18902
78278,73632
78279,9176
78280,50102
78281,76651
78282,4382
78283,61386
78284,63383
78285,50957
78286,44556
78287,58988
78288,68134
78289,64423
78290,2411
78291,47193
78292,8275
78293,38840
78294,53095
78295,34995
78296,61812
78297,27165
78298,27212
78299,3621
78300,48217
78301,10659
78302,34497
78303,47728
78304,37688
78305,1934
78306,38722
78307,42437
78308,50404
78309,74999
78310,49791
78311,7290
78312,51521
78313,70140
78314,37487
78315,7109
78316,45638
78317,3501
78318,49560
78319,24068
78320,47367
78321,70762
78322,59563
78323,6782
78324,35220
78325,34345
78326,37004
78327,75385
78328,18054
78329,14332
78330,23448
78331,27892
78332,43264
78333,20605
78334,61116
78335,29308
78336,67881
78337,58229
78338,57246
78339,54523
78340,17978
78341,37379
78342,70953
78343,61842
78344,6258
78345,13984
78346,49270
78347,3384
78348,40041
78349,2107
78350,77930
78351,44376
78352,76378
78353,4697
78354,78082
78355,50547
78356,28256
78357,48104
78358,46259
78359,13362
78360,70276
78361,68306
78362,50405
78363,16213
78364,72984
78365,6449
78366,44130
78367,22556
78368,43684
78369,57024
78370,39796
78371,36599
78372,78127
78373,9443
78374,57186
78375,39389
78376,11897
78377,39744
78378,153
78379,59556
78380,62462
78381,41193
78382,29015
78383,34091
78384,31087
78385,8889
78386,55930
78387,32178
78388,26995
78389,36778
78390,45686
78391,73125
78392,56104
78393,59807
78394,77250
78395,75220
78396,6423
78397,64746
78398,58487
78399,4899
78400,40389
78401,10141
78402,59808
78403,75859
78404,24551
78405,46038
78406,72132
78407,37901
78408,35063
78409,18295
78410,26982
78411,22729
78412,56099
78413,33920
78414,56130
78415,37168
78416,9790
78417,70811
78418,59617
78419,52825
78420,55144
78421,63289
78422,63507
78423,35898
78424,8863
78425,17362
78426,41582
78427,31429
78428,21533
78429,56484
78430,26375
78431,11762
78432,61624
78433,57168
78434,50821
78435,56714
78436,40636
78437,2589
78438,2205
78439,9759
78440,45803
78441,68221
78442,67939
78443,66741
78444,7353
78445,30281
78446,77279
78447,63479
78448,60690
78449,63766
78450,20271
78451,77541
78452,36536
78453,25794
78454,32610
78455,70170
78456,73512
78457,65484
78458,29525
78459,3477
78460,36478
78461,76415
78462,7452
78463,48701
78464,27070
78465,32862
78466,72606
78467,16090
78468,12615
78469,22630
78470,1201
78471,1017
78472,32242
78473,104
78474,45421
78475,10775
78476,42239
78477,7474
78478,4508
78479,6256
78480,29310
78481,30167
78482,36789
78483,62667
78484,14168
78485,15634
78486,72790
78487,58596
78488,42882
78489,28521
78490,11136
78491,46750
78492,68581
78493,60538
78494,30426
78495,13799
78496,60296
78497,81
78498,50720
78499,28650
78500,64143
78501,34954
78502,44379
78503,7209
78504,13740
78505,9717
78506,48295
78507,26463
78508,15096
78509,75336
78510,27777
78511,74230
78512,45029
78513,73075
78514,2863
78515,57012
78516,35774
78517,6526
78518,67953
78519,33330
78520,65473
78521,49600
78522,24044
78523,7758
78524,60719
78525,12712
78526,2987
78527,38503
78528,57082
78529,63143
78530,50796
78531,77406
78532,37313
78533,18418
78534,40347
78535,67740
78536,26973
78537,30322
78538,40975
78539,6159
78540,23850
78541,56899
78542,3097
78543,71490
78544,29454
78545,41545
78546,62299
78547,44342
78548,42162
78549,1138
78550,7662
78551,56661
78552,40320
78553,35075
78554,14879
78555,58748
78556,1458
78557,36083
78558,65463
78559,24860
78560,40898
78561,40538
78562,19507
78563,62632
78564,14107
78565,9193
78566,23262
78567,50670
78568,61168
78569,10863
78570,61678
78571,37980
78572,69515
78573,72680
78574,32050
78575,62392
78576,75422
78577,2593
78578,41600
78579,15507
78580,41332
78581,47039
78582,57512
78583,16031
78584,19252
78585,2435
78586,8630
78587,64403
78588,35342
78589,52585
78590,21824
78591,65461
78592,13067
78593,39761
78594,6717
78595,2812
78596,737
78597,47994
78598,3043
78599,55205
78600,74094
78601,34813
78602,40171
78603,64252
78604,23985
78605,57948
78606,68975
78607,36339
78608,6824
78609,66203
78610,51953
78611,866
78612,78206
78613,73031
78614,36791
78615,13029
78616,41199
78617,33079
78618,42112
78619,40285
78620,51918
78621,32108
78622,10697
78623,68563
78624,59803
78625,50137
78626,26463
78627,51237
78628,51503
78629,27678
78630,45296
78631,33025
78632,76317
78633,2708
78634,50599
78635,75169
78636,26342
78637,55587
78638,68943
78639,8300
78640,58733
78641,50866
78642,27581
78643,63247
78644,67371
78645,68706
78646,66612
78647,30098
78648,54576
78649,8029
78650,45754
78651,67619
78652,9690
78653,57236
78654,7764
78655,50015
78656,62959
78657,72572
78658,68619
78659,76816
78660,61105
78661,68274
78662,24888
78663,6137
78664,35227
78665,39058
78666,28659
78667,35341
78668,69056
78669,25840
78670,20078
78671,63199
78672,33635
78673,55440
78674,46989
78675,11390
78676,37052
78677,34738
78678,14290
78679,38425
78680,7967
78681,26165
78682,67068
78683,67709
78684,42813
78685,58137
78686,46086
78687,22390
78688,35248
78689,13841
78690,17899
78691,71768
78692,22061
78693,39352
78694,47029
78695,3190
78696,60960
78697,77454
78698,75832
78699,25567
78700,56344
78701,29941
78702,19693
78703,73403
78704,76698
78705,33958
78706,32251
78707,34661
78708,32115
78709,13011
78710,24203
78711,68077
78712,75389
78713,59615
78714,55655
78715,3804
78716,15856
78717,23597
78718,72624
78719,70115
78720,3509
78721,78073
78722,20787
78723,22536
78724,21141
78725,21981
78726,37468
78727,20993
78728,47974
78729,24929
78730,75755
78731,25038
78732,29336
78733,10988
78734,31779
78735,2822
78736,69564
78737,71774
78738,9918
78739,46435
78740,69560
78741,49011
78742,57769
78743,13883
78744,44964
78745,60655
78746,55501
78747,13493
78748,75048
78749,59441
78750,62233
78751,77140
78752,6308
78753,51822
78754,8482
78755,31232
78756,16913
78757,64890
78758,57714
78759,10501
78760,38750
78761,68074
78762,29322
78763,30868
78764,50889
78765,60391
78766,61573
78767,59910
78768,21263
78769,11702
78770,35349
78771,20545
78772,1687
78773,19672
78774,12921
78775,9512
78776,63398
78777,71854
78778,7389
78779,43275
78780,25317
78781,4094
78782,42598
78783,53664
78784,77817
78785,10645
78786,60465
78787,30799
78788,45074
78789,77010
78790,10707
78791,13538
78792,53685
78793,12156
78794,57403
78795,40408
78796,38126
78797,9411
78798,51300
78799,12929
78800,68998
78801,15856
78802,38133
78803,25875
78804,21733
78805,8312
78806,65184
78807,5789
78808,8321
78809,11409
78810,64513
78811,31221
78812,30488
78813,9975
78814,62054
78815,59659
78816,63805
78817,40613
78818,29877
78819,68448
78820,45775
78821,28973
78822,65796
78823,47537
78824,78612
78825,42714
78826,26072
78827,1621
78828,59809
78829,39399
78830,17461
78831,37790
78832,19988
78833,28889
78834,71291
78835,55934
78836,36022
78837,44064
78838,65923
78839,973
78840,33259
78841,17774
78842,46665
78843,21272
78844,5755
78845,30945
78846,63314
78847,55021
78848,46652
78849,16864
78850,60506
78851,41538
78852,42937
78853,14963
78854,62513
78855,6389
78856,34589
78857,96
78858,77138
78859,14888
78860,62805
78861,10366
78862,65314
78863,44696
78864,65402
78865,25817
78866,71118
78867,47258
78868,24981
78869,14522
78870,11769
78871,51854
78872,36211
78873,56764
78874,66149
78875,49944
78876,37421
78877,46868
78878,49102
78879,25929
78880,76350
78881,59320
78882,5326
78883,59599
78884,41338
78885,61089
78886,3456
78887,59706
78888,17231
78889,50682
78890,10711
78891,46077
78892,36325
78893,70278
78894,45703
78895,12700
78896,9292
78897,44690
78898,26237
78899,33924
78900,23141
78901,4170
78902,76376
78903,26380
78904,40886
78905,70019
78906,25075
78907,77109
78908,20931
78909,37843
78910,29895
78911,64896
78912,67861
78913,71876
78914,29758
78915,34125
78916,70606
78917,19531
78918,71276
78919,24965
78920,48094
78921,32979
78922,29126
78923,46134
78924,63229
78925,74501
78926,32314
78927,30072
78928,53036
78929,3743
78930,75459
78931,70182
78932,64206
78933,22484
78934,58403
78935,25103
78936,31667
78937,40981
78938,30057
78939,6792
78940,71665
78941,76485
78942,43684
78943,35360
78944,27382
78945,52162
78946,45233
78947,18663
78948,12160
78949,35726
78950,72011
78951,59211
78952,45681
78953,3875
78954,74507
78955,64873
78956,24297
78957,42074
78958,34799
78959,32619
78960,9370
78961,19284
78962,18480
78963,43853
78964,70037
78965,77931
78966,12728
78967,36845
78968,74910
78969,37026
78970,6601
78971,15329
78972,23871
78973,15031
78974,66092
78975,1150
78976,29344
78977,54119
78978,24783
78979,21451
78980,15885
78981,71959
78982,6040
78983,20853
78984,3919
78985,39885
78986,29317
78987,63937
78988,43554
78989,58468
78990,63068
78991,1213
78992,38899
78993,14202
78994,61583
78995,58189
78996,70915
78997,38173
78998,75226
78999,58185
79000,9131
79001,59340
79002,55442
79003,28884
79004,55269
79005,36451
79006,45862
79007,62976
79008,61486
79009,12746
79010,24137
79011,34416
79012,21139
79013,13527
79014,11621
79015,34161
79016,50697
79017,51574
79018,17471
79019,26534
79020,3679
79021,25228
79022,56270
79023,27580
79024,72404
79025,43922
79026,47257
79027,39753
79028,3
79029,71220
79030,36314
79031,45213
79032,41861
79033,19301
79034,7138
79035,36244
79036,39345
79037,70280
79038,75177
79039,26374
79040,6713
79041,77416
79042,6734
79043,78828
79044,75929
79045,1873
79046,41995
79047,39548
79048,65072
79049,50262
79050,52762
79051,10044
79052,10507
79053,21023
79054,11767
79055,51475
79056,22857
79057,970
79058,9623
79059,58236
79060,64174
79061,59949
79062,67114
79063,70203
79064,53138
79065,34863
79066,39799
79067,6382
79068,24521
79069,28431
79070,43175
79071,60746
79072,24909
79073,65446
79074,24895
79075,62737
79076,43738
79077,74827
79078,11883
79079,9513
79080,59165
79081,28920
79082,48107
79083,44687
79084,30229
79085,16498
79086,8533
79087,6849
79088,36367
79089,29684
79090,9609
79091,61456
79092,14873
79093,50949
79094,7526
79095,27031
79096,65225
79097,19691
79098,12538
79099,10057
79100,13573
79101,12578
79102,70749
79103,59246
79104,481
79105,37655
79106,55864
79107,38132
79108,2042
79109,69267
79110,13059
79111,48136
79112,30709
79113,45998
79114,9900
79115,43748
79116,30879
79117,17650
79118,14547
79119,19080
79120,71713
79121,62079
79122,1118
79123,26723
79124,2459
79125,51684
79126,20151
79127,55588
79128,10144
79129,37926
79130,27966
79131,67665
79132,19843
79133,14770
79134,27804
79135,56853
79136,572
79137,43547
79138,23056
79139,50613
79140,57904
79141,47827
79142,64376
79143,61062
79144,48305
79145,77447
79146,10694
79147,22715
79148,57860
79149,10308
79150,32332
79151,24652
79152,71906
79153,54968
79154,41984
79155,37967
79156,10244
79157,1133
79158,68975
79159,4202
79160,31188
79161,21189
79162,2616
79163,49675
79164,49724
79165,25435
79166,40797
79167,21608
79168,25853
79169,28862
79170,20774
79171,43119
79172,69022
79173,21688
79174,64807
79175,11539
79176,7654
79177,67358
79178,38921
79179,68872
79180,39733
79181,62153
79182,64001
79183,41583
79184,12641
79185,57625
79186,42969
79187,42376
79188,6893
79189,52969
79190,54676
79191,15961
79192,7601
79193,13855
79194,70435
79195,2507
79196,75349
79197,36775
79198,38339
79199,72498
79200,4990
79201,35028
79202,21403
79203,62739
79204,3845
79205,25988
79206,46760
79207,72655
79208,73527
79209,9196
79210,1281
79211,24766
79212,22256
79213,58351
79214,72391
79215,24063
79216,34322
79217,53561
79218,19159
79219,7092
79220,35986
79221,79050
79222,51073
79223,38242
79224,71050
79225,23793
79226,39255
79227,63712
79228,71299
79229,42922
79230,3848
79231,60548
79232,51663
79233,20851
79234,74317
79235,59399
79236,55074
79237,15057
79238,47336
79239,75609
79240,65308
79241,37465
79242,3205
79243,74900
79244,20376
79245,72208
79246,73342
79247,20727
79248,49944
79249,18159
79250,63557
79251,38
79252,70855
79253,134
79254,77020
79255,45129
79256,30964
79257,25342
79258,52394
79259,4678
79260,322
79261,120
79262,30791
79263,63465
79264,42324
79265,76244
79266,15143
79267,784
79268,62940
79269,57703
79270,28794
79271,42926
79272,69477
79273,4321
79274,53850
79275,62228
79276,60298
79277,41821
79278,77582
79279,25441
79280,3029
79281,34156
79282,21442
79283,44862
79284,7107
79285,71538
79286,801
79287,22258
79288,41005
79289,30224
79290,14684
79291,37693
79292,78648
79293,32230
79294,40668
79295,13311
79296,1092
79297,33357
79298,32959
79299,60797
79300,39558
79301,18964
79302,69558
79303,33136
79304,34302
79305,17556
79306,49442
79307,79028
79308,75056
79309,68323
79310,53455
79311,37787
79312,55025
79313,61580
79314,39860
79315,32568
79316,53583
79317,53485
79318,21917
79319,64323
79320,1868
79321,28689
79322,54845
79323,39309
79324,65354
79325,10977
79326,48312
79327,53615
79328,72054
79329,57446
79330,9892
79331,21880
79332,60970
79333,8816
79334,19597
79335,41787
79336,73625
79337,75560
79338,17440
79339,77756
79340,18197
79341,70403
79342,76017
79343,7658
79344,50588
79345,29888
79346,53272
79347,73149
79348,20370
79349,15337
79350,69256
79351,59784
79352,16593
79353,183
79354,4847
79355,5697
79356,36828
79357,24447
79358,37653
79359,67500
79360,31059
79361,24713
79362,7137
79363,35659
79364,48389
79365,65437
79366,35984
79367,32351
79368,40553
79369,17110
79370,53827
79371,18498
79372,66854
79373,72097
79374,13804
79375,49137
79376,5311
79377,47810
79378,53936
79379,53192
79380,22350
79381,37168
79382,41622
79383,29757
79384,9885
79385,78669
79386,47618
79387,70072
79388,19552
79389,9618
79390,72959
79391,5755
79392,33261
79393,66880
79394,6055
79395,76173
79396,15544
79397,34647
79398,55716
79399,61967
79400,25923
79401,68151
79402,51621
79403,60910
79404,18264
79405,73424
79406,46608
79407,63060
79408,53634
79409,69361
79410,46305
79411,6519
79412,42049
79413,78167
79414,71877
79415,4729
79416,64703
79417,61906
79418,11374
79419,52880
79420,39520
79421,49154
79422,4427
79423,8317
79424,49159
79425,44685
79426,18134
79427,77491
79428,22118
79429,2063
79430,10411
79431,75303
79432,19170
79433,1530
79434,50657
79435,76271
79436,44979
79437,43825
79438,31812
79439,72466
79440,58943
79441,23560
79442,10397
79443,11933
79444,56933
79445,18015
79446,39949
79447,54164
79448,42719
79449,68041
79450,25219
79451,7103
79452,56452
79453,30180
79454,67953
79455,71646
79456,22801
79457,11369
79458,40023
79459,59365
79460,77883
79461,52879
79462,43359
79463,63834
79464,21970
79465,14470
79466,25938
79467,66198
79468,33972
79469,62123
79470,61920
79471,26934
79472,4663
79473,18993
79474,69128
79475,28175
79476,42546
79477,30822
79478,61888
79479,19686
79480,77873
79481,57628
79482,67495
79483,38228
79484,49339
79485,52592
79486,35104
79487,71999
79488,46439
79489,74692
79490,7327
79491,70160
79492,26364
79493,9221
79494,18683
79495,24449
79496,26789
79497,70368
79498,10240
79499,41342
79500,27640
79501,38075
79502,16529
79503,30866
79504,53882
79505,17338
79506,16519
79507,69331
79508,50445
79509,76960
79510,19318
79511,73205
79512,8194
79513,16818
79514,48857
79515,16575
79516,67362
79517,15157
79518,20792
79519,63397
79520,1743
79521,17228
79522,2582
79523,16862
79524,17357
79525,31979
79526,39085
79527,6090
79528,31669
79529,23573
79530,27066
79531,28825
79532,54930
79533,16650
79534,67914
79535,34807
79536,52336
79537,51186
79538,57178
79539,57688
79540,63474
79541,31061
79542,40591
79543,53845
79544,3244
79545,43975
79546,26316
79547,28247
79548,44673
79549,46878
79550,11594
79551,69674
79552,41506
79553,48357
79554,13783
79555,52434
79556,56578
79557,55729
79558,64891
79559,71264
79560,37243
79561,17368
79562,43062
79563,70168
79564,247
79565,68722
79566,57089
79567,59313
79568,15216
79569,5083
79570,45319
79571,8873
79572,73828
79573,20487
79574,18491
79575,11492
79576,61767
79577,24624
79578,34169
79579,48367
79580,9767
79581,38654
79582,14830
79583,34041
79584,42200
79585,57645
79586,4132
79587,74798
79588,66743
79589,73452
79590,18603
79591,30056
79592,70253
79593,29467
79594,62664
79595,29499
79596,56665
79597,71344
79598,65157
79599,49533
79600,73595
79601,53213
79602,48228
79603,4056
79604,29507
79605,59382
79606,33015
79607,15822
79608,41444
79609,45657
79610,57783
79611,55918
79612,67052
79613,46781
79614,2351
79615,46589
79616,64609
79617,25168
79618,3141
79619,8120
79620,25234
79621,16209
79622,61077
79623,65609
79624,60739
79625,60370
79626,73609
79627,2635
79628,23479
79629,6816
79630,29358
79631,40570
79632,47919
79633,70824
79634,79009
79635,77178
79636,19396
79637,13697
79638,78860
79639,73594
79640,9635
79641,25062
79642,14090
79643,38692
79644,12679
79645,43868
79646,78555
79647,74480
79648,33707
79649,44085
79650,70181
79651,17667
79652,31735
79653,27239
79654,45351
79655,13105
79656,3628
79657,39156
79658,71847
79659,17133
79660,23186
79661,51938
79662,57342
79663,47848
79664,34747
79665,65065
79666,37285
79667,73365
79668,35340
79669,36395
79670,49759
79671,10562
79672,21634
79673,48669
79674,76283
79675,32172
79676,18748
79677,72996
79678,21271
79679,24582
79680,52023
79681,14397
79682,47274
79683,20797
79684,43094
79685,62359
79686,27212
79687,20394
79688,3641
79689,56304
79690,31641
79691,65275
79692,1692
79693,52604
79694,21994
79695,43240
79696,48686
79697,22039
79698,4565
79699,40319
79700,62650
79701,50338
79702,24782
79703,78878
79704,9908
79705,40570
79706,7316
79707,72538
79708,69843
79709,58398
79710,77601
79711,44104
79712,29555
79713,17279
79714,73100
79715,12785
79716,76141
79717,56928
79718,63609
79719,36302
79720,16494
79721,9963
79722,23265
79723,59851
79724,61017
79725,15644
79726,5675
79727,55547
79728,72793
79729,61664
79730,47705
79731,32605
79732,27659
79733,44724
79734,15987
79735,61820
79736,19645
79737,20162
79738,32997
79739,7786
79740,49401
79741,58213
79742,74003
79743,24262
79744,22589
79745,51469
79746,4039
79747,19238
79748,43448
79749,68814
79750,49745
79751,78978
79752,2777
79753,70702
79754,2986
79755,73640
79756,23666
79757,27450
79758,43735
79759,68719
79760,37581
79761,22167
79762,76930
79763,53256
79764,60877
79765,67135
79766,42777
79767,13845
79768,2390
79769,72064
79770,36432
79771,31431
79772,9465
79773,47577
79774,27829
79775,68775
79776,18625
79777,2261
79778,1254
79779,33209
79780,7386
79781,72254
79782,71050
79783,5519
79784,59414
79785,77482
79786,40020
79787,39889
79788,24179
79789,25498
79790,41678
79791,32723
79792,44666
79793,22521
79794,22559
79795,69939
79796,43579
79797,9601
79798,67826
79799,49481
79800,68008
79801,75120
79802,48653
79803,20861
79804,39944
79805,72913
79806,12758
79807,67088
79808,16498
79809,77977
79810,78116
79811,61111
79812,54580
79813,38059
79814,56040
79815,42441
79816,20859
79817,56954
79818,28548
79819,61087
79820,29442
79821,48245
79822,21600
79823,62074
79824,67674
79825,79591
79826,26891
79827,51820
79828,35694
79829,38065
79830,53905
79831,76153
79832,27628
79833,85
79834,79369
79835,78620
79836,53637
79837,28734
79838,17176
79839,21711
79840,77962
79841,1736
79842,67181
79843,49017
79844,65233
79845,60576
79846,51911
79847,15104
79848,28012
79849,48863
79850,9811
79851,12362
79852,29081
79853,62472
79854,44102
79855,10055
79856,55682
79857,38066
79858,51712
79859,55771
79860,32537
79861,23070
79862,1192
79863,18018
79864,33436
79865,13023
79866,71771
79867,55178
79868,71981
79869,16682
79870,22655
79871,1114
79872,72809
79873,8406
79874,52011
79875,48819
79876,67852
79877,21684
79878,25333
79879,53799
79880,38962
79881,7403
79882,50232
79883,72461
79884,42507
79885,20437
79886,78559
79887,1722
79888,42934
79889,23734
79890,63405
79891,69369
79892,77505
79893,17344
79894,49394
79895,35679
79896,47889
79897,69681
79898,69668
79899,51668
79900,4568
79901,68391
79902,58000
79903,31539
79904,39314
79905,14460
79906,25484
79907,40157
79908,5937
79909,17094
79910,64121
79911,17009
79912,57364
79913,18461
79914,72764
79915,9812
79916,65733
79917,28854
79918,20646
79919,54974
79920,14066
79921,53463
79922,1243
79923,31941
79924,37454
79925,41222
79926,75855
79927,13628
79928,14430
79929,25273
79930,57079
79931,11228
79932,27246
79933,67677
79934,49243
79935,29666
79936,72548
79937,61561
79938,14245
79939,49845
79940,63181
79941,13217
79942,4683
79943,5835
79944,38993
79945,70533
79946,7040
79947,17224
79948,4972
79949,31655
79950,76457
79951,1551
79952,57402
79953,11248
79954,72231
79955,45191
79956,17504
79957,20506
79958,6848
79959,73107
79960,32322
79961,44232
79962,77069
79963,41931
79964,3667
79965,30594
79966,35225
79967,45518
79968,17429
79969,75752
79970,60760
79971,18104
79972,78512
79973,61502
79974,42026
79975,6718
79976,7367
79977,39518
79978,63757
79979,64483
79980,70223
79981,7405
79982,6154
79983,5656
79984,883
79985,44040
79986,75658
79987,32944
79988,74291
79989,49315
79990,36278
79991,27869
79992,1500
79993,73406
79994,17530
79995,12397
79996,6052
79997,30235
79998,53397
79999,55192
80000,13499
80001,42693
80002,23491
80003,70322
80004,33696
80005,10425
80006,20471
80007,68400
80008,3998
80009,44102
80010,54739
80011,3442
80012,41338
80013,22652
80014,35722
80015,55954
80016,42749
80017,35452
80018,57443
80019,79148
80020,66451
80021,12435
80022,58588
80023,35856
80024,6458
80025,54709
80026,36532
80027,46213
80028,10605
80029,26252
80030,31945
80031,50697
80032,23765
80033,57556
80034,32749
80035,32060
80036,1640
80037,11694
80038,19707
80039,75986
80040,16794
80041,2085
80042,48587
80043,73728
80044,58173
80045,51592
80046,45960
80047,36811
80048,32955
80049,25965
80050,30576
80051,151
80052,18431
80053,36349
80054,22203
80055,2074
80056,44082
80057,56713
80058,38964
80059,48086
80060,47628
80061,48322
80062,55193
80063,15354
80064,68708
80065,73040
